"{'uuid': 'f4730c2e-9a97-479a-93f7-54e61354e971', 'side': 'bid', 'ord_type': 'limit', 'price': '160000000', 'avg_price': '160080000', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-23T18:24:10+09:00', 'volume': '0.10955552', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '8764.4416', 'remaining_fee': '0', 'paid_fee': '8764.4416', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.10955552', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'de50fd3c-3113-4f26-932a-de782d6e48e0', 'side': 'bid', 'ord_type': 'limit', 'price': '67194000', 'avg_price': '67201584', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-02-14T13:20:41+09:00', 'volume': '0.03119998', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '1048.22572806', 'remaining_fee': '0.40559974', 'paid_fee': '1047.82012832', 'locked': '811.60507974', 'prevented_locked': '0', 'executed_volume': '0.03119998', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '7aebdb40-0fff-474b-b78f-ec66fbebcb28', 'side': 'ask', 'ord_type': 'limit', 'price': '57500000', 'avg_price': '57471250', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-01-20T07:24:21+09:00', 'volume': '0.05217391', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '1499.9999125', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.05217391', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'd87db758-d340-41c5-b9cb-8a3ae7c02bb8', 'side': 'bid', 'ord_type': 'limit', 'price': '59020000', 'avg_price': '59049510', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-01-17T10:56:20+09:00', 'volume': '0.03387017', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '999.5087167', 'remaining_fee': '0', 'paid_fee': '999.5087167', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.03387017', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '00e12c02-a1d8-4c10-b0d6-dc7bc3b0c07a', 'side': 'bid', 'ord_type': 'limit', 'price': '58605000', 'avg_price': '58633302', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-01-15T15:47:21+09:00', 'volume': '0.01707229', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '500.260777725', 'remaining_fee': '0.008536145', 'paid_fee': '500.25224158', 'locked': '17.080826145', 'prevented_locked': '0', 'executed_volume': '0.01707229', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '8443bd31-2cbe-42db-bc53-a8d1bdc7250f', 'side': 'bid', 'ord_type': 'limit', 'price': '57563000', 'avg_price': '57542757', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-01-04T17:48:16+09:00', 'volume': '0.0208363', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '599.69996845', 'remaining_fee': '0.51048935', 'paid_fee': '599.1894791', 'locked': '1021.48918935', 'prevented_locked': '0', 'executed_volume': '0.0208363', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '8c569e8f-ce59-4491-af59-03ea63d18e15', 'side': 'bid', 'ord_type': 'limit', 'price': '60261000', 'avg_price': '60291130.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-01-03T09:15:17+09:00', 'volume': '0.08293123', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2498.759425515', 'remaining_fee': '0', 'paid_fee': '2498.759425515', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.08293123', 'trades_count': 4, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '4fb7ffd7-ac40-45e8-9f95-7f3f1de0c643', 'side': 'bid', 'ord_type': 'limit', 'price': '60130000', 'avg_price': '60159064.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2024-01-02T15:26:13+09:00', 'volume': '0.01754615', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '527.52499975', 'remaining_fee': '0.008773075', 'paid_fee': '527.516226675', 'locked': '17.554923075', 'prevented_locked': '0', 'executed_volume': '0.01754615', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '1c70906d-be88-459b-bbe9-411df4871c33', 'side': 'bid', 'ord_type': 'limit', 'price': '56920000', 'avg_price': '56948460', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2023-12-12T08:58:56+09:00', 'volume': '0.01', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '284.6', 'remaining_fee': '0', 'paid_fee': '284.6', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.01', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '7c87d583-4346-422a-80e2-e782127c1e32', 'side': 'bid', 'ord_type': 'limit', 'price': '57938000', 'avg_price': '57953962.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2023-12-11T14:59:35+09:00', 'volume': '0.01', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '289.69', 'remaining_fee': '0.065', 'paid_fee': '289.625', 'locked': '130.065', 'prevented_locked': '0', 'executed_volume': '0.01', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '1ce77201-56af-42c1-9d09-c8899f70ae6f', 'side': 'bid', 'ord_type': 'limit', 'price': '59510000', 'avg_price': '59539755', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2023-12-08T09:56:14+09:00', 'volume': '0.01', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '297.55', 'remaining_fee': '0', 'paid_fee': '297.55', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.01', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'cb68fb9f-c526-4ced-8369-57383f4b791f', 'side': 'ask', 'ord_type': 'limit', 'price': '5848000', 'avg_price': '5845076', 'state': 'done', 'market': 'KRW-ETH', 'created_at': '2025-08-11T17:29:13+09:00', 'volume': '2.27156699', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '6642.06187876', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '2.27156699', 'trades_count': 6, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '063bc6ec-e433-4b51-8f2b-64b29fb724af', 'side': 'bid', 'ord_type': 'limit', 'price': '5045000', 'avg_price': '5047522.5', 'state': 'done', 'market': 'KRW-ETH', 'created_at': '2025-07-23T08:08:51+09:00', 'volume': '1.45775619', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '3677.189989275', 'remaining_fee': '0', 'paid_fee': '3677.189989275', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '1.45775619', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '935c248a-098e-406e-9217-c3647854134d', 'side': 'ask', 'ord_type': 'limit', 'price': '4839000', 'avg_price': '4836580.5', 'state': 'done', 'market': 'KRW-ETH', 'created_at': '2025-07-19T09:58:03+09:00', 'volume': '3.08537779', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '7465.071562905', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '3.08537779', 'trades_count': 7, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '77b80dfe-1d27-41bd-9a72-188d2b5e9c50', 'side': 'bid', 'ord_type': 'limit', 'price': '4609000', 'avg_price': '4611304.5', 'state': 'done', 'market': 'KRW-ETH', 'created_at': '2025-07-17T09:23:29+09:00', 'volume': '1.34014507', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '3088.364313815', 'remaining_fee': '0', 'paid_fee': '3088.364313815', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '1.34014507', 'trades_count': 4, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '43012f8f-3c10-4910-a6c7-7abacd3f8d60', 'side': 'bid', 'ord_type': 'limit', 'price': '3454000', 'avg_price': '3455727', 'state': 'done', 'market': 'KRW-ETH', 'created_at': '2025-07-03T12:17:03+09:00', 'volume': '1.59554704', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2755.50973808', 'remaining_fee': '0', 'paid_fee': '2755.50973808', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '1.59554704', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '64df9eb3-aba8-4b23-92fc-2ff0ae910665', 'side': 'bid', 'ord_type': 'limit', 'price': '3492000', 'avg_price': '3493746', 'state': 'done', 'market': 'KRW-ETH', 'created_at': '2025-07-03T06:28:13+09:00', 'volume': '1.57976345', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2758.2669837', 'remaining_fee': '0', 'paid_fee': '2758.2669837', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '1.57976345', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '087a5107-0ea6-4a3f-993b-6d31b21f9b26', 'side': 'bid', 'ord_type': 'limit', 'price': '3321000', 'avg_price': '3322660.5', 'state': 'done', 'market': 'KRW-ETH', 'created_at': '2025-07-01T15:22:11+09:00', 'volume': '1.65530002', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2748.62568321', 'remaining_fee': '0', 'paid_fee': '2748.62568321', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '1.65530002', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '26ceb647-f75b-4590-804d-96ecea6286cb', 'side': 'ask', 'ord_type': 'limit', 'price': '204200', 'avg_price': '204097.9', 'state': 'done', 'market': 'KRW-SOL', 'created_at': '2025-07-02T13:04:02+09:00', 'volume': '24.11813165', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '2462.461241465', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '24.11813165', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '2c265877-e25e-4ad8-87fc-88f37117d669', 'side': 'bid', 'ord_type': 'limit', 'price': '246400', 'avg_price': '246523.2', 'state': 'done', 'market': 'KRW-SOL', 'created_at': '2025-05-26T09:55:35+09:00', 'volume': '1.12768291', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '138.930534512', 'remaining_fee': '0', 'paid_fee': '138.930534512', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '1.12768291', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '85bf5a40-1858-4af0-9930-4cb8e5a6e44c', 'side': 'bid', 'ord_type': 'limit', 'price': '253150', 'avg_price': '253276.575', 'state': 'done', 'market': 'KRW-SOL', 'created_at': '2025-05-23T11:44:57+09:00', 'volume': '7.89871309', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '999.77960936675', 'remaining_fee': '0', 'paid_fee': '999.77960936675', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '7.89871309', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '3d9fe140-0f6b-416f-a11b-bd88cb87013f', 'side': 'bid', 'ord_type': 'limit', 'price': '200500', 'avg_price': '200600.25', 'state': 'done', 'market': 'KRW-SOL', 'created_at': '2025-04-19T19:52:23+09:00', 'volume': '9.9701483', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '999.507367075', 'remaining_fee': '0', 'paid_fee': '999.507367075', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '9.9701483', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'ca5171fd-23c0-4aa9-85ad-12385210d7d8', 'side': 'bid', 'ord_type': 'limit', 'price': '195650', 'avg_price': '195747.825', 'state': 'done', 'market': 'KRW-SOL', 'created_at': '2025-04-18T10:33:09+09:00', 'volume': '5.12158735', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '501.01928251375', 'remaining_fee': '0', 'paid_fee': '501.01928251375', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '5.12158735', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '873c70ce-946a-452f-aed0-05ac8142ed6c', 'side': 'ask', 'ord_type': 'limit', 'price': '3003', 'avg_price': '3001.4985', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-07-02T13:04:26+09:00', 'volume': '2035.85221693', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '3056.832103720395', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '2035.85221693', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'bbcb8d19-214b-447d-bfa7-af0902ab1de2', 'side': 'bid', 'ord_type': 'limit', 'price': '3350', 'avg_price': '3351.675', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-05-23T13:39:59+09:00', 'volume': '298.35828354', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '499.7501249295', 'remaining_fee': '0', 'paid_fee': '499.7501249295', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '298.35828354', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '0096299c-f286-4bb3-a0d7-a864632969df', 'side': 'bid', 'ord_type': 'limit', 'price': '3307', 'avg_price': '3308.6535', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-05-21T17:51:37+09:00', 'volume': '139.75676009', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '231.087802808815', 'remaining_fee': '0', 'paid_fee': '231.087802808815', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '139.75676009', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '7dd7cdab-6412-43dd-b85e-8b4313de4860', 'side': 'bid', 'ord_type': 'limit', 'price': '3368', 'avg_price': '3369.684', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-05-17T17:03:20+09:00', 'volume': '592.79521223', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '998.26713739532', 'remaining_fee': '0', 'paid_fee': '998.26713739532', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '592.79521223', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'd411f604-41a5-4509-b15b-8080b9095756', 'side': 'bid', 'ord_type': 'limit', 'price': '2968', 'avg_price': '2969.484', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-04-18T09:27:18+09:00', 'volume': '673.51768859', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '999.50024986756', 'remaining_fee': '0', 'paid_fee': '999.50024986756', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '673.51768859', 'trades_count': 1, 'application_name': 'webapp', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'dc29d3ef-ef03-44ad-a7ad-953e64b0efbc', 'side': 'bid', 'ord_type': 'limit', 'price': '3020', 'avg_price': '3021.51', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2025-04-17T17:15:26+09:00', 'volume': '331.42427248', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '500.4506514448', 'remaining_fee': '0', 'paid_fee': '500.4506514448', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '331.42427248', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'eae5429a-de9e-44be-9bfb-9c5ecd7c668d', 'side': 'ask', 'ord_type': 'limit', 'price': '3680', 'avg_price': '3678.16', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2024-12-05T07:25:38+09:00', 'volume': '679.15579019', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '1249.6466539496', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '679.15579019', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'b1fbfd1e-84d8-420e-a29d-1ac1556809bc', 'side': 'bid', 'ord_type': 'limit', 'price': '3670', 'avg_price': '3671.835', 'state': 'done', 'market': 'KRW-XRP', 'created_at': '2024-12-04T16:18:51+09:00', 'volume': '679.15579019', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '1246.25087499865', 'remaining_fee': '0', 'paid_fee': '1246.25087499865', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '679.15579019', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'f4730c2e-9a97-479a-93f7-54e61354e971', 'side': 'bid', 'ord_type': 'limit', 'price': '160000000', 'avg_price': '160080000', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-23T18:24:10+09:00', 'volume': '0.10955552', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '8764.4416', 'remaining_fee': '0', 'paid_fee': '8764.4416', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.10955552', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'd6f8af13-a1b8-4c66-b2fb-272ee50dce82', 'side': 'ask', 'ord_type': 'limit', 'price': '160431000', 'avg_price': '160350784.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-22T07:45:09+09:00', 'volume': '0.04506786', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '3615.14092383', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.04506786', 'trades_count': 7, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'f2466d14-139e-457a-ae9b-b162f97db8c0', 'side': 'ask', 'ord_type': 'limit', 'price': '161267000', 'avg_price': '161186366.5', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-19T09:59:23+09:00', 'volume': '0.04506786', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '3633.97928931', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.04506786', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': '1c64b512-837d-4072-a0fc-dfdfe5287250', 'side': 'bid', 'ord_type': 'limit', 'price': '162122000', 'avg_price': '162203061', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-17T09:22:46+09:00', 'volume': '0.03624103', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2937.73413283', 'remaining_fee': '0', 'paid_fee': '2937.73413283', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.03624103', 'trades_count': 1, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'dba7cf13-3430-49d2-8ee1-c88ebba81b83', 'side': 'ask', 'ord_type': 'limit', 'price': '162590000', 'avg_price': '162508705', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-07-16T20:52:38+09:00', 'volume': '0.05389468', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '0', 'remaining_fee': '0', 'paid_fee': '4381.3680106', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.05389468', 'trades_count': 2, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
"{'uuid': 'e8191751-3626-4ca3-b17e-daa98b454cf2', 'side': 'bid', 'ord_type': 'limit', 'price': '127968000', 'avg_price': '128031984', 'state': 'done', 'market': 'KRW-BTC', 'created_at': '2025-03-24T15:43:33+09:00', 'volume': '0.03905606', 'remaining_volume': '0', 'prevented_volume': '0', 'reserved_fee': '2498.96294304', 'remaining_fee': '0', 'paid_fee': '2498.96294304', 'locked': '0', 'prevented_locked': '0', 'executed_volume': '0.03905606', 'trades_count': 3, 'application_name': 'ios', 'thirdparty': False, 'is_cancel_and_newable': True}"
